Section,Kind of Ballast/Driver,Circuit,B/D Qty,Wires Qty,Work Center,Option,Length,ID,Task,Unit Time (min),Qty,Total Time (min)
SRE,D,1,5,5,Assembly,pcswsred15,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,1,0.95
SRE,D,1,5,5,Assembly,pcswsred15,12,5,bring power wires to main exit,0.2,1,0.2
SRE,D,1,5,5,Assembly,pcswsred15,12,6,extra time to passing wires for XO housing,1.7,1,1.7
SRE,D,1,6,5,Assembly,pcswsred16,12,1,connect 2 ballasts together (5 wires each),0.6,3,1.8
SRE,D,1,6,5,Assembly,pcswsred16,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
SRE,D,1,6,5,Assembly,pcswsred16,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,1,0.95
SRE,D,1,6,5,Assembly,pcswsred16,12,4,bring power wires to main exit,0.2,1,0.2
SRE,D,1,6,5,Assembly,pcswsred16,12,5,extra time to passing wires for XO housing,2.23,1,2.23
SRM,D,1,1,5,Assembly,pcswsrmd11,12,1,plug connector on each 5 wires of 1 ballast,0.3,1,0.3
SRM,D,1,1,5,Assembly,pcswsrmd11,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,1,5,Assembly,pcswsrmd11,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,2,1.3
SRM,D,1,1,5,Assembly,pcswsrmd11,12,3,bring power wires to main exit,0.2,1,0.2
SRM,D,1,1,5,Assembly,pcswsrmd11,12,3,bring power wires to main exit,0.1,1,0.1
SRM,D,1,1,5,Assembly,pcswsrmd11,12,4,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,1,5,Assembly,pcswsrmd11,12,4,bring wires to exit for system-run,0.1,1,0.1
SRM,D,1,1,5,Assembly,pcswsrmd11,12,5,extra time to passing wires for XO housing,0.65,1,0.65
SRM,D,1,2,5,Assembly,pcswsrmd12,12,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
SRM,D,1,2,5,Assembly,pcswsrmd12,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,2,5,Assembly,pcswsrmd12,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,2,1.3
SRM,D,1,2,5,Assembly,pcswsrmd12,12,3,bring power wires to main exit,0.2,1,0.2
SRM,D,1,2,5,Assembly,pcswsrmd12,12,3,bring power wires to main exit,0.1,1,0.1
SRM,D,1,2,5,Assembly,pcswsrmd12,12,4,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,2,5,Assembly,pcswsrmd12,12,4,bring wires to exit for system-run,0.1,1,0.1
SRM,D,1,2,5,Assembly,pcswsrmd12,12,5,extra time to passing wires for XO housing,1.45,1,1.45
SRM,D,1,3,5,Assembly,pcswsrmd13,12,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
SRM,D,1,3,5,Assembly,pcswsrmd13,12,2,connect 1 ballast(5 wires) to 2 previous driver,0.3,1,0.3
SRM,D,1,3,5,Assembly,pcswsrmd13,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,3,5,Assembly,pcswsrmd13,12,4,bring power wires to main exit,0.2,1,0.2
SRM,D,1,3,5,Assembly,pcswsrmd13,12,5,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,3,5,Assembly,pcswsrmd13,12,6,extra time to passing wires for XO housing,1.6,1,1.6
SRM,D,1,4,5,Assembly,pcswsrmd14,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRM,D,1,4,5,Assembly,pcswsrmd14,12,2,connect 2 groups of ballasts together (5 wires each),0.75,1,0.75
SRM,D,1,4,5,Assembly,pcswsrmd14,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,4,5,Assembly,pcswsrmd14,12,4,bring power wires to main exit,0.2,1,0.2
SRM,D,1,4,5,Assembly,pcswsrmd14,12,5,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,4,5,Assembly,pcswsrmd14,12,6,extra time to passing wires for XO housing,2.13,1,2.13
SRM,D,1,5,5,Assembly,pcswsrmd15,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRM,D,1,5,5,Assembly,pcswsrmd15,12,2,connect 2 groups of ballasts together (5 wires each),0.75,1,0.75
SRM,D,1,5,5,Assembly,pcswsrmd15,12,3,connect 1 ballast(5 wires) to 2 previous driver,0.3,1,0.3
SRM,D,1,5,5,Assembly,pcswsrmd15,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,5,5,Assembly,pcswsrmd15,12,5,bring power wires to main exit,0.2,1,0.2
SRM,D,1,5,5,Assembly,pcswsrmd15,12,6,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,5,5,Assembly,pcswsrmd15,12,7,extra time to passing wires for XO housing,2.28,1,2.28
SRM,D,1,6,5,Assembly,pcswsrmd16,12,1,connect 2 ballasts together (5 wires each),0.6,3,1.8
SRM,D,1,6,5,Assembly,pcswsrmd16,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
SRM,D,1,6,5,Assembly,pcswsrmd16,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRM,D,1,6,5,Assembly,pcswsrmd16,12,4,bring power wires to main exit,0.2,1,0.2
SRM,D,1,6,5,Assembly,pcswsrmd16,12,5,bring wires to exit for system-run,0.2,1,0.2
SRM,D,1,6,5,Assembly,pcswsrmd16,12,6,extra time to passing wires for XO housing,2.8,1,2.8
-,D,1,1,5,Assembly,pcswcsd11,14,1,bring power wires to main exit,0.1,1,0.1
-,D,1,2,5,Assembly,pcswcsd12,14,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
-,D,1,2,5,Assembly,pcswcsd12,14,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,1,0.65
-,D,1,2,5,Assembly,pcswcsd12,14,3,bring power wires to main exit,0.1,1,0.1
-,D,1,1,5,Assembly,pcswcsd11,22,1,bring power wires to main exit,0.1,1,0.1
-,D,1,2,5,Assembly,pcswcsd12,22,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
-,D,1,2,5,Assembly,pcswcsd12,22,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,1,0.65
-,D,1,2,5,Assembly,pcswcsd12,22,3,bring power wires to main exit,0.1,1,0.1
-,D,1,1,5,Assembly,pcswcsd11,24,1,bring power wires to main exit,0.1,1,0.1
-,D,1,2,5,Assembly,pcswcsd12,24,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
-,D,1,2,5,Assembly,pcswcsd12,24,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,1,0.65
-,D,1,2,5,Assembly,pcswcsd12,24,3,bring power wires to main exit,0.1,1,0.1
-,D,1,1,5,Assembly,pcswcsd11,12,1,bring power wires to main exit,0.1,1,0.1
-,D,1,2,5,Assembly,pcswcsd12,12,1,connect 2 ballasts together (5 wires each),0.6,1,0.6
-,D,1,2,5,Assembly,pcswcsd12,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,1,0.65
-,D,1,2,5,Assembly,pcswcsd12,12,3,bring power wires to main exit,0.1,1,0.1
Complete Section,D,2,2,5,Assembly,pcswcsd22,4,1,bring power wires to main exit ,0.1,2,0.2
Complete Section,D,2,2,5,Assembly,pcswcsd22,4,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2,2,5,Assembly,pcswcsd22,4,2,extra time to passing wires for XO housing,0.25,1,0.25
SR1,D,2,2,5,Assembly,pcswsr1d22,4,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SR1,D,2,2,5,Assembly,pcswsr1d22,4,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SR1,D,2,2,5,Assembly,pcswsr1d22,4,3,bring power wires to main exit,0.1,2,0.2
SR1,D,2,2,5,Assembly,pcswsr1d22,4,4,identify wires circuits,0.15,4,0.6
SR1,D,2,2,5,Assembly,pcswsr1d22,4,5,bring wires to exit for system-run,0.1,2,0.2
SR1,D,2,2,5,Assembly,pcswsr1d22,4,6,extra time to passing wires for XO housing,2.4,1,2.4
SRE,D,2,2,5,Assembly,pcswsred22,4,1,bring power wires to main exit ,0.1,2,0.2
SRE,D,2,2,5,Assembly,pcswsred22,4,2,identify wires circuits,0.15,2,0.3
SRE,D,2,2,5,Assembly,pcswsred22,4,2,extra time to passing wires for XO housing,0.25,1,0.25
SRM,D,2,2,5,Assembly,pcswsrmd22,4,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SRM,D,2,2,5,Assembly,pcswsrmd22,4,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SRM,D,2,2,5,Assembly,pcswsrmd22,4,3,bring power wires to main exit,0.1,2,0.2
SRM,D,2,2,5,Assembly,pcswsrmd22,4,4,identify wires circuits,0.15,4,0.6
SRM,D,2,2,5,Assembly,pcswsrmd22,4,5,bring wires to exit for system-run,0.1,2,0.2
SRM,D,2,2,5,Assembly,pcswsrmd22,4,6,extra time to passing wires for XO housing,2.4,1,2.4
Complete Section,D,2,2,5,Assembly,pcswcsd22,8,1,bring power wires to main exit,0.15,2,0.3
Complete Section,D,2,2,5,Assembly,pcswcsd22,8,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2,2,5,Assembly,pcswcsd22,8,3,extra time to passing wires for XO housing,0.3,1,0.3
Complete Section,D,2,4,5,Assembly,pcswcsd24,8,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
Complete Section,D,2,4,5,Assembly,pcswcsd24,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,2,1.4
Complete Section,D,2,4,5,Assembly,pcswcsd24,8,3,bring power wires to main exit,0.15,2,0.3
Complete Section,D,2,4,5,Assembly,pcswcsd24,8,4,identify wires circuits,0.15,2,0.3
Complete Section,D,2,4,5,Assembly,pcswcsd24,8,5,extra time to passing wires for XO housing,1.6,1,1.6
SR1,D,2,2,5,Assembly,pcswsr1d22,8,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SR1,D,2,2,5,Assembly,pcswsr1d22,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,4,2.8
SR1,D,2,2,5,Assembly,pcswsr1d22,8,3,bring power wires to main exit,0.15,2,0.3
SR1,D,2,2,5,Assembly,pcswsr1d22,8,4,identify wires circuits,0.15,4,0.6
SR1,D,2,2,5,Assembly,pcswsr1d22,8,5,bring wires to exit for system-run,0.15,2,0.3
SR1,D,2,2,5,Assembly,pcswsr1d22,8,6,extra time to passing wires for XO housing,2.45,1,2.45
SR1,D,2,4,5,Assembly,pcswsr1d24,8,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SR1,D,2,4,5,Assembly,pcswsr1d24,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,4,2.8
SR1,D,2,4,5,Assembly,pcswsr1d24,8,3,bring power wires to main exit,0.15,2,0.3
SR1,D,2,4,5,Assembly,pcswsr1d24,8,4,identify wires circuits,0.15,4,0.6
SR1,D,2,4,5,Assembly,pcswsr1d24,8,5,bring wires to exit for system-run,0.15,2,0.3
SR1,D,2,4,5,Assembly,pcswsr1d24,8,6,extra time to passing wires for XO housing,2.6,1,2.6
SRE,D,2,2,5,Assembly,pcswsred22,8,1,bring power wires to main exit,0.15,2,0.3
SRE,D,2,2,5,Assembly,pcswsred22,8,2,identify wires circuits,0.15,2,0.3
SRE,D,2,2,5,Assembly,pcswsred22,8,3,extra time to passing wires for XO housing,0.3,1,0.3
SRE,D,2,4,5,Assembly,pcswsred24,8,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRE,D,2,4,5,Assembly,pcswsred24,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,2,1.4
SRE,D,2,4,5,Assembly,pcswsred24,8,3,bring power wires to main exit,0.15,2,0.3
SRE,D,2,4,5,Assembly,pcswsred24,8,4,identify wires circuits,0.15,2,0.3
SRE,D,2,4,5,Assembly,pcswsred24,8,5,extra time to passing wires for XO housing,1.6,1,1.6
SRM,D,2,2,5,Assembly,pcswsrmd22,8,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SRM,D,2,2,5,Assembly,pcswsrmd22,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,4,2.8
SRM,D,2,2,5,Assembly,pcswsrmd22,8,3,bring power wires to main exit,0.15,2,0.3
SRM,D,2,2,5,Assembly,pcswsrmd22,8,4,identify wires circuits,0.15,4,0.6
SRM,D,2,2,5,Assembly,pcswsrmd22,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,D,2,2,5,Assembly,pcswsrmd22,8,6,extra time to passing wires for XO housing,2.45,1,2.45
SRM,D,2,4,5,Assembly,pcswsrmd24,8,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRM,D,2,4,5,Assembly,pcswsrmd24,8,2,"take 5 wires, plug in connector, place, put tie-wrap",0.7,4,2.8
SRM,D,2,4,5,Assembly,pcswsrmd24,8,3,bring power wires to main exit,0.15,2,0.3
SRM,D,2,4,5,Assembly,pcswsrmd24,8,4,identify wires circuits,0.15,4,0.6
SRM,D,2,4,5,Assembly,pcswsrmd24,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,D,2,4,5,Assembly,pcswsrmd24,8,6,extra time to passing wires for XO housing,2.6,1,2.6
-,D,2,2,5,Assembly,pcswcsd22,11,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,2,5,Assembly,pcswcsd22,11,2,identify wires circuits,0.15,2,0.3
-,D,2,1,5,Assembly,pcswcsd22,11,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,1,5,Assembly,pcswcsd22,11,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2,2,5,Assembly,pcswcsd22,12,1,bring power wires to main exit ,0.1,2,0.2
Complete Section,D,2,2,5,Assembly,pcswcsd22,12,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2,4,5,Assembly,pcswcsd24,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
Complete Section,D,2,4,5,Assembly,pcswcsd24,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
Complete Section,D,2,4,5,Assembly,pcswcsd24,12,3,bring power wires to main exit,0.2,2,0.4
Complete Section,D,2,4,5,Assembly,pcswcsd24,12,4,identify wires circuits,0.15,2,0.3
Complete Section,D,2,4,5,Assembly,pcswcsd24,12,5,extra time to passing wires for XO housing,1.9,1,1.9
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,2,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,4,bring power wires to main exit,0.2,2,0.4
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,5,identify wires circuits,0.15,2,0.3
Complete Section,D,2,6,5,Assembly,pcswcsd26,12,6,extra time to passing wires for XO housing,2.2,1,2.2
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,1,connect 2 ballasts together (5 wires each),0.6,4,2.4
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,3,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,5,bring power wires to main exit,0.2,2,0.4
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,6,identify wires circuits,0.15,2,0.3
Complete Section,D,2,10,5,Assembly,pcswcsd210,12,7,extra time to passing wires for XO housing,3.55,1,3.55
SR1,D,2,2,5,Assembly,pcswsr1d22,12,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SR1,D,2,2,5,Assembly,pcswsr1d22,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SR1,D,2,2,5,Assembly,pcswsr1d22,12,3,bring power wires to main exit,0.1,2,0.2
SR1,D,2,2,5,Assembly,pcswsr1d22,12,4,identify wires circuits,0.15,4,0.6
SR1,D,2,2,5,Assembly,pcswsr1d22,12,5,bring wires to exit for system-run,0.1,2,0.2
SR1,D,2,4,5,Assembly,pcswsr1d24,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SR1,D,2,4,5,Assembly,pcswsr1d24,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SR1,D,2,4,5,Assembly,pcswsr1d24,12,3,bring power wires to main exit,0.2,2,0.4
SR1,D,2,4,5,Assembly,pcswsr1d24,12,4,identify wires circuits,0.15,4,0.6
SR1,D,2,4,5,Assembly,pcswsr1d24,12,5,bring wires to exit for system-run,0.2,2,0.4
SR1,D,2,4,5,Assembly,pcswsr1d24,12,5,extra time to passing wires for XO housing,3.2,1,3.2
SR1,D,2,6,5,Assembly,pcswsr1d26,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SR1,D,2,6,5,Assembly,pcswsr1d26,12,2,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SR1,D,2,6,5,Assembly,pcswsr1d26,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SR1,D,2,6,5,Assembly,pcswsr1d26,12,4,bring power wires to main exit,0.2,2,0.4
SR1,D,2,6,5,Assembly,pcswsr1d26,12,5,identify wires circuits,0.15,4,0.6
SR1,D,2,6,5,Assembly,pcswsr1d26,12,6,bring wires to exit for system-run,0.2,2,0.4
SR1,D,2,6,5,Assembly,pcswsr1d26,12,7,extra time to passing wires for XO housing,3.5,1,3.5
SR1,D,2,10,5,Assembly,pcswsr1d210,12,1,connect 2 ballasts together (5 wires each),0.6,4,2.4
SR1,D,2,10,5,Assembly,pcswsr1d210,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
SR1,D,2,10,5,Assembly,pcswsr1d210,12,3,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SR1,D,2,10,5,Assembly,pcswsr1d210,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SR1,D,2,10,5,Assembly,pcswsr1d210,12,5,bring power wires to main exit,0.2,2,0.4
SR1,D,2,10,5,Assembly,pcswsr1d210,12,6,identify wires circuits,0.15,4,0.6
SR1,D,2,10,5,Assembly,pcswsr1d210,12,7,bring wires to exit for system-run,0.2,2,0.4
SR1,D,2,10,5,Assembly,pcswsr1d210,12,8,extra time to passing wires for XO housing,4.85,1,4.85
SRE,D,2,2,5,Assembly,pcswsred22,12,1,bring power wires to main exit ,0.1,2,0.2
SRE,D,2,2,5,Assembly,pcswsred22,12,2,identify wires circuits,0.15,2,0.3
SRE,D,2,4,5,Assembly,pcswsred24,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRE,D,2,4,5,Assembly,pcswsred24,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRE,D,2,4,5,Assembly,pcswsred24,12,3,bring power wires to main exit,0.2,2,0.4
SRE,D,2,4,5,Assembly,pcswsred24,12,4,identify wires circuits,0.15,2,0.3
SRE,D,2,4,5,Assembly,pcswsred24,12,5,extra time to passing wires for XO housing,1.9,1,1.9
SRE,D,2,6,5,Assembly,pcswsred26,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRE,D,2,6,5,Assembly,pcswsred26,12,2,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SRE,D,2,6,5,Assembly,pcswsred26,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRE,D,2,6,5,Assembly,pcswsred26,12,4,bring power wires to main exit,0.2,2,0.4
SRE,D,2,6,5,Assembly,pcswsred26,12,5,identify wires circuits,0.15,2,0.3
SRE,D,2,6,5,Assembly,pcswsred26,12,6,extra time to passing wires for XO housing,2.2,1,2.2
SRE,D,2,10,5,Assembly,pcswsred210,12,1,connect 2 ballasts together (5 wires each),0.6,4,2.4
SRE,D,2,10,5,Assembly,pcswsred210,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
SRE,D,2,10,5,Assembly,pcswsred210,12,3,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SRE,D,2,10,5,Assembly,pcswsred210,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,2,1.9
SRE,D,2,10,5,Assembly,pcswsred210,12,5,bring power wires to main exit,0.2,2,0.4
SRE,D,2,10,5,Assembly,pcswsred210,12,6,identify wires circuits,0.15,2,0.3
SRE,D,2,10,5,Assembly,pcswsred210,12,7,extra time to passing wires for XO housing,3.55,1,3.55
SRM,D,2,2,5,Assembly,pcswsrmd22,12,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SRM,D,2,2,5,Assembly,pcswsrmd22,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SRM,D,2,2,5,Assembly,pcswsrmd22,12,3,bring power wires to main exit,0.1,2,0.2
SRM,D,2,2,5,Assembly,pcswsrmd22,12,4,identify wires circuits,0.15,4,0.6
SRM,D,2,2,5,Assembly,pcswsrmd22,12,5,bring wires to exit for system-run,0.1,2,0.2
SRM,D,2,4,5,Assembly,pcswsrmd24,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRM,D,2,4,5,Assembly,pcswsrmd24,12,2,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SRM,D,2,4,5,Assembly,pcswsrmd24,12,3,bring power wires to main exit,0.2,2,0.4
SRM,D,2,4,5,Assembly,pcswsrmd24,12,4,identify wires circuits,0.15,4,0.6
SRM,D,2,4,5,Assembly,pcswsrmd24,12,5,bring wires to exit for system-run,0.2,2,0.4
SRM,D,2,4,5,Assembly,pcswsrmd24,12,5,extra time to passing wires for XO housing,3.2,1,3.2
SRM,D,2,6,5,Assembly,pcswsrmd26,12,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
SRM,D,2,6,5,Assembly,pcswsrmd26,12,2,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SRM,D,2,6,5,Assembly,pcswsrmd26,12,3,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SRM,D,2,6,5,Assembly,pcswsrmd26,12,4,bring power wires to main exit,0.2,2,0.4
SRM,D,2,6,5,Assembly,pcswsrmd26,12,5,identify wires circuits,0.15,4,0.6
SRM,D,2,6,5,Assembly,pcswsrmd26,12,6,bring wires to exit for system-run,0.2,2,0.4
SRM,D,2,6,5,Assembly,pcswsrmd26,12,7,extra time to passing wires for XO housing,3.5,1,3.5
SRM,D,2,10,5,Assembly,pcswsrmd210,12,1,connect 2 ballasts together (5 wires each),0.6,4,2.4
SRM,D,2,10,5,Assembly,pcswsrmd210,12,2,connect 2 groups of ballasts together (5 wires each),0.75,2,1.5
SRM,D,2,10,5,Assembly,pcswsrmd210,12,3,connect 1 ballast(5 wires) to 2 previous driver,0.3,2,0.6
SRM,D,2,10,5,Assembly,pcswsrmd210,12,4,"take 5 wires, plug in connector, place, put tie-wrap",0.95,4,3.8
SRM,D,2,10,5,Assembly,pcswsrmd210,12,5,bring power wires to main exit,0.2,2,0.4
SRM,D,2,10,5,Assembly,pcswsrmd210,12,6,identify wires circuits,0.15,4,0.6
SRM,D,2,10,5,Assembly,pcswsrmd210,12,7,bring wires to exit for system-run,0.2,2,0.4
SRM,D,2,10,5,Assembly,pcswsrmd210,12,8,extra time to passing wires for XO housing,4.85,1,4.85
-,D,2,2,5,Assembly,pcswcsd22,14,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,2,5,Assembly,pcswcsd22,14,2,identify wires circuits,0.15,2,0.3
-,D,2,1,5,Assembly,pcswcsd22,14,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,1,5,Assembly,pcswcsd22,14,2,identify wires circuits,0.15,2,0.3
-,D,2,2,5,Assembly,pcswcsd22,22,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,2,5,Assembly,pcswcsd22,22,2,identify wires circuits,0.15,2,0.3
-,D,2,1,5,Assembly,pcswcsd22,22,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,1,5,Assembly,pcswcsd22,22,2,identify wires circuits,0.15,2,0.3
-,D,2,1,5,Assembly,pcswcsd22,24,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,1,5,Assembly,pcswcsd22,24,2,identify wires circuits,0.15,2,0.3
-,D,2,2,5,Assembly,pcswcsd22,24,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,2,5,Assembly,pcswcsd22,24,2,identify wires circuits,0.15,2,0.3
-,D,2,2,5,Assembly,pcswcsd22,12,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,2,5,Assembly,pcswcsd22,12,2,identify wires circuits,0.15,2,0.3
-,D,2,1,5,Assembly,pcswcsd22,12,1,bring power wires to main exit ,0.1,2,0.2
-,D,2,1,5,Assembly,pcswcsd22,12,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,4,1,bring power wires to main exit ,0.1,2,0.2
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,4,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,4,2,extra time to passing wires for XO housing,0.25,1,0.25
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,3,bring power wires to main exit,0.1,2,0.2
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,4,identify wires circuits,0.15,4,0.6
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,5,bring wires to exit for system-run,0.1,2,0.2
SR1,D,2A/B,2,5,Assembly,pcswsr1d22,4,6,extra time to passing wires for XO housing,2.4,1,2.4
SRE,D,2A/B,2,5,Assembly,pcswsred22,4,1,bring power wires to main exit ,0.1,2,0.2
SRE,D,2A/B,2,5,Assembly,pcswsred22,4,2,identify wires circuits,0.15,2,0.3
SRE,D,2A/B,2,5,Assembly,pcswsred22,4,2,extra time to passing wires for XO housing,0.25,1,0.25
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,1,plug connector on each 5 wires of 1 ballast,0.3,4,1.2
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,2,"take 5 wires, plug in connector, place, put tie-wrap",0.65,4,2.6
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,3,bring power wires to main exit,0.1,2,0.2
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,4,identify wires circuits,0.15,4,0.6
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,5,bring wires to exit for system-run,0.1,2,0.2
SRM,D,2A/B,2,5,Assembly,pcswsrmd22,4,6,extra time to passing wires for XO housing,2.4,1,2.4
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,8,1,bring power wires to main exit,0.15,2,0.3
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,8,2,identify wires circuits,0.15,2,0.3
Complete Section,D,2A/B,2,5,Assembly,pcswcsd22,8,3,extra time to passing wires for XO housing,0.3,1,0.3
Complete Section,D,2A/B,4,5,Assembly,pcswcsd24,8,1,connect 2 ballasts together (5 wires each),0.6,2,1.2
