 Family Product , Optic , Work Center , Option , Length , ID , Task , Time (min) 
B6LED,C,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,C,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,F,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,F,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,F,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,FL,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,FL,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,FL,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
B6LED,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
B6LED,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
B6LED,RG,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,RG,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,RG,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,S,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,S,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,S,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,SO,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,SO,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,SO,Preparation,aoptic1,12,1,Clean lens,0.36
B6LED,SO,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
B6LED,SO,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
B6LED,SO,Assembly,aoptic1,12,2,Assy lens on housing,0.906
B6LED,1.5M,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
B6LED,1.5M,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
B6LED,1.5M,Assembly,aoptic1,12,2,Assy lens on housing,0.906
B6LED,1.5M,Preparation,aoptic1,4,1,Clean lens,0.16
B6LED,1.5M,Preparation,aoptic1,8,1,Clean lens,0.26
B6LED,1.5M,Preparation,aoptic1,12,1,Clean lens,0.36
BASE,B,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
BASE,B,Assembly,aoptic19,4,3,Slide covers,0.22
BASE,B,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
BASE,B,Assembly,aoptic19,8,3,Slide covers,0.33
BASE,B,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
BASE,B,Assembly,aoptic19,12,3,Slide covers,0.44
BASE,P,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
BASE,P,Assembly,aoptic19,4,3,Slide covers,0.22
BASE,P,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
BASE,P,Assembly,aoptic19,8,3,Slide covers,0.33
BASE,P,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
BASE,P,Assembly,aoptic19,12,3,Slide covers,0.44
BASE,PL,Assembly,aoptic20,4,2,Slide covers,0.34
BASE,PL,Assembly,aoptic20,4,3,Widen & clip baffle/loover in product,0.9
BASE,PL,Assembly,aoptic20,8,2,Slide covers,0.56
BASE,PL,Assembly,aoptic20,8,3,Widen & clip baffle/loover in product,1.8
BASE,PL,Assembly,aoptic20,12,2,Slide covers,0.78
BASE,PL,Assembly,aoptic20,12,3,Widen & clip baffle/loover in product,2.7
BASE,S,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
BASE,S,Assembly,aoptic19,4,3,Slide covers,0.22
BASE,S,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
BASE,S,Assembly,aoptic19,8,3,Slide covers,0.33
BASE,S,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
BASE,S,Assembly,aoptic19,12,3,Slide covers,0.44
BASE,SB,Assembly,aoptic20,4,2,Slide covers,0.34
BASE,SB,Assembly,aoptic20,4,3,Widen & clip baffle/loover in product,0.9
BASE,SB,Assembly,aoptic20,8,2,Slide covers,0.56
BASE,SB,Assembly,aoptic20,8,3,Widen & clip baffle/loover in product,1.8
BASE,SB,Assembly,aoptic20,12,2,Slide covers,0.78
BASE,SB,Assembly,aoptic20,12,3,Widen & clip baffle/loover in product,2.7
BASE,SL,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
BASE,SL,Assembly,aoptic19,4,3,Slide covers,0.22
BASE,SL,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
BASE,SL,Assembly,aoptic19,8,3,Slide covers,0.33
BASE,SL,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
BASE,SL,Assembly,aoptic19,12,3,Slide covers,0.44
BASE,B,Preparation,aoptic19,4,1,Clean optic,0.1
BASE,B,Preparation,aoptic19,8,1,Clean optic,0.22
BASE,B,Preparation,aoptic19,12,1,Clean optic,0.36
BASE,P,Preparation,aoptic19,4,1,Clean optic,0.1
BASE,P,Preparation,aoptic19,8,1,Clean optic,0.22
BASE,P,Preparation,aoptic19,12,1,Clean optic,0.36
BASE,PL,Preparation,aoptic20,4,1,Unwrap loover/baffle,0.26
BASE,PL,Preparation,aoptic20,8,1,Unwrap loover/baffle,0.52
BASE,PL,Preparation,aoptic20,12,1,Unwrap loover/baffle,0.78
BASE,S,Preparation,aoptic19,4,1,Clean optic,0.1
BASE,S,Preparation,aoptic19,8,1,Clean optic,0.22
BASE,S,Preparation,aoptic19,12,1,Clean optic,0.36
BASE,SB,Preparation,aoptic20,4,1,Unwrap loover/baffle,0.26
BASE,SB,Preparation,aoptic20,8,1,Unwrap loover/baffle,0.52
BASE,SB,Preparation,aoptic20,12,1,Unwrap loover/baffle,0.78
BASE,SL,Preparation,aoptic19,4,1,Clean optic,0.1
BASE,SL,Preparation,aoptic19,8,1,Clean optic,0.22
BASE,SL,Preparation,aoptic19,12,1,Clean optic,0.36
BEAM2,B,Assembly,aoptic5,4,1,Clip blank cover,0.3
BEAM2,B,Assembly,aoptic5,8,1,Clip blank cover,0.45
BEAM2,B,Assembly,aoptic5,12,1,Clip blank cover,0.6
BEAM2,C,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM2,C,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM2,C,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM2,F,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM2,F,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM2,F,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM2,NO,Assembly,aoptic0,4,1,No lens,0
BEAM2,NO,Assembly,aoptic0,8,1,No lens,0
BEAM2,NO,Assembly,aoptic0,12,1,No lens,0
BEAM2,PL,Assembly,aoptic3,4,2,Clip louver on housing,0.41
BEAM2,PL,Assembly,aoptic3,8,2,Clip louver on housing,0.82
BEAM2,PL,Assembly,aoptic3,12,2,Clip louver on housing,1.23
BEAM2,S,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM2,S,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM2,S,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM2,A,Assembly,optic30,4,1,clip angle flange,0.166666667
BEAM2,A,Assembly,optic30,8,1,clip angle flange,0.333333333
BEAM2,A,Assembly,optic30,12,1,clip angle flange,0.5
BEAM2,C,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM2,C,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM2,C,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM2,F,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM2,F,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM2,F,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM2,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
BEAM2,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
BEAM2,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
BEAM2,S,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM2,S,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM2,S,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM3,B,Assembly,aoptic5,4,1,Clip blank cover,0.3
BEAM3,B,Assembly,aoptic5,8,1,Clip blank cover,0.45
BEAM3,B,Assembly,aoptic5,12,1,Clip blank cover,0.6
BEAM3,C,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM3,C,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM3,C,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM3,F,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM3,F,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM3,F,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM3,NO,Assembly,aoptic0,4,1,No lens,0
BEAM3,NO,Assembly,aoptic0,8,1,No lens,0
BEAM3,NO,Assembly,aoptic0,12,1,No lens,0
BEAM3,PL,Assembly,aoptic3,4,2,Clip louver on housing,0.41
BEAM3,PL,Assembly,aoptic3,8,2,Clip louver on housing,0.82
BEAM3,PL,Assembly,aoptic3,12,2,Clip louver on housing,1.23
BEAM3,S,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM3,S,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM3,S,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM3,WW,Assembly,optic26,4,1,clip angle flange,0.166666667
BEAM3,WW,Assembly,optic26,4,2,clip 2 covers on body housing,0.3
BEAM3,WW,Assembly,optic26,4,3,open sub-ass'y (4ft),1
BEAM3,WW,Assembly,optic26,8,1,clip angle flange,0.333333333
BEAM3,WW,Assembly,optic26,8,2,clip 2 covers on body housing,0.3
BEAM3,WW,Assembly,optic26,8,3,open sub-ass'y (4ft),2
BEAM3,WW,Assembly,optic26,12,1,clip angle flange,0.5
BEAM3,WW,Assembly,optic26,12,2,clip 2 covers on body housing,0.3
BEAM3,WW,Assembly,optic26,12,3,open sub-ass'y (4ft),3
BEAM3,SW,Assembly,optic27,4,1,clip angle flange,0.166666667
BEAM3,SW,Assembly,optic27,4,2,clip 2 covers on body housing,0.3
BEAM3,SW,Assembly,optic27,4,3,open sub-ass'y (4ft),1
BEAM3,SW,Assembly,optic27,4,5,clip lens,0.166666667
BEAM3,SW,Assembly,optic27,8,1,clip angle flange,0.333333333
BEAM3,SW,Assembly,optic27,8,2,clip 2 covers on body housing,0.3
BEAM3,SW,Assembly,optic27,8,3,open sub-ass'y (4ft),2
BEAM3,SW,Assembly,optic27,8,5,clip lens,0.333333333
BEAM3,SW,Assembly,optic27,12,1,clip angle flange,0.5
BEAM3,SW,Assembly,optic27,12,2,clip 2 covers on body housing,0.3
BEAM3,SW,Assembly,optic27,12,3,open sub-ass'y (4ft),3
BEAM3,SW,Assembly,optic27,12,5,clip lens,0.5
BEAM3,A,Assembly,optic28,4,1,fix 2 brkt for deflector & place,0.3
BEAM3,A,Assembly,optic28,4,2,slide 2 deflector brkts on body housing,0.123
BEAM3,A,Assembly,optic28,4,3,remove plastic film on deflector,0.21
BEAM3,A,Assembly,optic28,4,4,place deflector & fix with 2 screws,0.493
BEAM3,A,Assembly,optic28,4,5,clip flange extrusion on body,0.166666667
BEAM3,A,Assembly,optic28,8,1,fix 2 brkt for deflector & place,0.6
BEAM3,A,Assembly,optic28,8,2,slide 2 deflector brkts on body housing,0.246
BEAM3,A,Assembly,optic28,8,3,remove plastic film on deflector,0.42
BEAM3,A,Assembly,optic28,8,4,place deflector & fix with 2 screws,0.986
BEAM3,A,Assembly,optic28,8,5,clip flange extrusion on body,0.333333333
BEAM3,A,Assembly,optic28,12,1,fix 2 brkt for deflector & place,0.9
BEAM3,A,Assembly,optic28,12,2,slide 2 deflector brkts on body housing,0.369
BEAM3,A,Assembly,optic28,12,3,remove plastic film on deflector,0.63
BEAM3,A,Assembly,optic28,12,4,place deflector & fix with 2 screws,1.479
BEAM3,A,Assembly,optic28,12,5,clip flange extrusion on body,0.5
BEAM3,C,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM3,C,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM3,C,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM3,F,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM3,F,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM3,F,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM3,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
BEAM3,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
BEAM3,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
BEAM3,S,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM3,S,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM3,S,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM3,SW,Preparation,optic27,4,4,clean lens,0
BEAM3,SW,Preparation,optic27,8,4,clean lens,0
BEAM3,SW,Preparation,optic27,12,4,clean lens,0
BEAM4,B,Assembly,aoptic5,4,1,Clip blank cover,0.3
BEAM4,B,Assembly,aoptic5,8,1,Clip blank cover,0.45
BEAM4,B,Assembly,aoptic5,12,1,Clip blank cover,0.6
BEAM4,C,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM4,C,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM4,C,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM4,F,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM4,F,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM4,F,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM4,NO,Assembly,aoptic0,4,1,No lens,0
BEAM4,NO,Assembly,aoptic0,8,1,No lens,0
BEAM4,NO,Assembly,aoptic0,12,1,No lens,0
BEAM4,PL,Assembly,aoptic3,4,2,Clip louver on housing,0.41
BEAM4,PL,Assembly,aoptic3,8,2,Clip louver on housing,0.82
BEAM4,PL,Assembly,aoptic3,12,2,Clip louver on housing,1.23
BEAM4,S,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM4,S,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM4,S,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM4,WW,Assembly,optic26,4,1,clip angle flange,0.166666667
BEAM4,WW,Assembly,optic26,4,2,clip 2 covers on body housing,0.3
BEAM4,WW,Assembly,optic26,4,3,open sub-ass'y (4ft),1
BEAM4,WW,Assembly,optic26,8,1,clip angle flange,0.333333333
BEAM4,WW,Assembly,optic26,8,2,clip 2 covers on body housing,0.3
BEAM4,WW,Assembly,optic26,8,3,open sub-ass'y (4ft),2
BEAM4,WW,Assembly,optic26,12,1,clip angle flange,0.5
BEAM4,WW,Assembly,optic26,12,2,clip 2 covers on body housing,0.3
BEAM4,WW,Assembly,optic26,12,3,open sub-ass'y (4ft),3
BEAM4,SW,Assembly,optic27,4,1,clip angle flange,0.166666667
BEAM4,SW,Assembly,optic27,4,2,clip 2 covers on body housing,0.3
BEAM4,SW,Assembly,optic27,4,3,open sub-ass'y (4ft),1
BEAM4,SW,Assembly,optic27,4,5,clip lens,0.166666667
BEAM4,SW,Assembly,optic27,8,1,clip angle flange,0.333333333
BEAM4,SW,Assembly,optic27,8,2,clip 2 covers on body housing,0.3
BEAM4,SW,Assembly,optic27,8,3,open sub-ass'y (4ft),2
BEAM4,SW,Assembly,optic27,8,5,clip lens,0.333333333
BEAM4,SW,Assembly,optic27,12,1,clip angle flange,0.5
BEAM4,SW,Assembly,optic27,12,2,clip 2 covers on body housing,0.3
BEAM4,SW,Assembly,optic27,12,3,open sub-ass'y (4ft),3
BEAM4,SW,Assembly,optic27,12,5,clip lens,0.5
BEAM4,A,Assembly,optic28,4,1,fix 2 brkt for deflector & place,0.3
BEAM4,A,Assembly,optic28,4,2,slide 2 deflector brkts on body housing,0.123
BEAM4,A,Assembly,optic28,4,3,remove plastic film on deflector,0.21
BEAM4,A,Assembly,optic28,4,4,place deflector & fix with 2 screws,0.493
BEAM4,A,Assembly,optic28,4,5,clip flange extrusion on body,0.166666667
BEAM4,A,Assembly,optic28,8,1,fix 2 brkt for deflector & place,0.6
BEAM4,A,Assembly,optic28,8,2,slide 2 deflector brkts on body housing,0.246
BEAM4,A,Assembly,optic28,8,3,remove plastic film on deflector,0.42
BEAM4,A,Assembly,optic28,8,4,place deflector & fix with 2 screws,0.986
BEAM4,A,Assembly,optic28,8,5,clip flange extrusion on body,0.333333333
BEAM4,A,Assembly,optic28,12,1,fix 2 brkt for deflector & place,0.9
BEAM4,A,Assembly,optic28,12,2,slide 2 deflector brkts on body housing,0.369
BEAM4,A,Assembly,optic28,12,3,remove plastic film on deflector,0.63
BEAM4,A,Assembly,optic28,12,4,place deflector & fix with 2 screws,1.479
BEAM4,A,Assembly,optic28,12,5,clip flange extrusion on body,0.5
BEAM4,C,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM4,C,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM4,C,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM4,F,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM4,F,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM4,F,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM4,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
BEAM4,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
BEAM4,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
BEAM4,S,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM4,S,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM4,S,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM4,SW,Preparation,optic27,4,4,clean lens,0
BEAM4,SW,Preparation,optic27,8,4,clean lens,0
BEAM4,SW,Preparation,optic27,12,4,clean lens,0
BEAM4,FL,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM4,FL,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM4,FL,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM4,1.5M,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM4,1.5M,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM4,1.5M,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM6,B,Assembly,aoptic5,4,1,Clip blank cover,0.3
BEAM6,B,Assembly,aoptic5,8,1,Clip blank cover,0.45
BEAM6,B,Assembly,aoptic5,12,1,Clip blank cover,0.6
BEAM6,C,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM6,C,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM6,C,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM6,F,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM6,F,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM6,F,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM6,NO,Assembly,aoptic0,4,1,No lens,0
BEAM6,NO,Assembly,aoptic0,8,1,No lens,0
BEAM6,NO,Assembly,aoptic0,12,1,No lens,0
BEAM6,PL,Assembly,aoptic3,4,2,Clip louver on housing,0.41
BEAM6,PL,Assembly,aoptic3,8,2,Clip louver on housing,0.82
BEAM6,PL,Assembly,aoptic3,12,2,Clip louver on housing,1.23
BEAM6,S,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAM6,S,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAM6,S,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAM6,WW,Assembly,optic26,4,1,clip angle flange,0.166666667
BEAM6,WW,Assembly,optic26,4,2,clip 2 covers on body housing,0.3
BEAM6,WW,Assembly,optic26,4,3,open sub-ass'y (4ft),1
BEAM6,WW,Assembly,optic26,8,1,clip angle flange,0.333333333
BEAM6,WW,Assembly,optic26,8,2,clip 2 covers on body housing,0.3
BEAM6,WW,Assembly,optic26,8,3,open sub-ass'y (4ft),2
BEAM6,WW,Assembly,optic26,12,1,clip angle flange,0.5
BEAM6,WW,Assembly,optic26,12,2,clip 2 covers on body housing,0.3
BEAM6,WW,Assembly,optic26,12,3,open sub-ass'y (4ft),3
BEAM6,SW,Assembly,optic27,4,1,clip angle flange,0.166666667
BEAM6,SW,Assembly,optic27,4,2,clip 2 covers on body housing,0.3
BEAM6,SW,Assembly,optic27,4,3,open sub-ass'y (4ft),1
BEAM6,SW,Assembly,optic27,4,5,clip lens,0.166666667
BEAM6,SW,Assembly,optic27,8,1,clip angle flange,0.333333333
BEAM6,SW,Assembly,optic27,8,2,clip 2 covers on body housing,0.3
BEAM6,SW,Assembly,optic27,8,3,open sub-ass'y (4ft),2
BEAM6,SW,Assembly,optic27,8,5,clip lens,0.333333333
BEAM6,SW,Assembly,optic27,12,1,clip angle flange,0.5
BEAM6,SW,Assembly,optic27,12,2,clip 2 covers on body housing,0.3
BEAM6,SW,Assembly,optic27,12,3,open sub-ass'y (4ft),3
BEAM6,SW,Assembly,optic27,12,5,clip lens,0.5
BEAM6,A,Assembly,optic28,4,1,fix 2 brkt for deflector & place,0.3
BEAM6,A,Assembly,optic28,4,2,slide 2 deflector brkts on body housing,0.123
BEAM6,A,Assembly,optic28,4,3,remove plastic film on deflector,0.21
BEAM6,A,Assembly,optic28,4,4,place deflector & fix with 2 screws,0.493
BEAM6,A,Assembly,optic28,4,5,clip flange extrusion on body,0.166666667
BEAM6,A,Assembly,optic28,8,1,fix 2 brkt for deflector & place,0.6
BEAM6,A,Assembly,optic28,8,2,slide 2 deflector brkts on body housing,0.246
BEAM6,A,Assembly,optic28,8,3,remove plastic film on deflector,0.42
BEAM6,A,Assembly,optic28,8,4,place deflector & fix with 2 screws,0.986
BEAM6,A,Assembly,optic28,8,5,clip flange extrusion on body,0.333333333
BEAM6,A,Assembly,optic28,12,1,fix 2 brkt for deflector & place,0.9
BEAM6,A,Assembly,optic28,12,2,slide 2 deflector brkts on body housing,0.369
BEAM6,A,Assembly,optic28,12,3,remove plastic film on deflector,0.63
BEAM6,A,Assembly,optic28,12,4,place deflector & fix with 2 screws,1.479
BEAM6,A,Assembly,optic28,12,5,clip flange extrusion on body,0.5
BEAM6,C,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM6,C,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM6,C,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM6,F,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM6,F,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM6,F,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM6,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
BEAM6,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
BEAM6,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
BEAM6,S,Preparation,aoptic1,4,1,Clean lens,0.16
BEAM6,S,Preparation,aoptic1,8,1,Clean lens,0.26
BEAM6,S,Preparation,aoptic1,12,1,Clean lens,0.36
BEAM6,SW,Preparation,optic27,4,4,clean lens,0
BEAM6,SW,Preparation,optic27,8,4,clean lens,0
BEAM6,SW,Preparation,optic27,12,4,clean lens,0
BEAMDI,B,Assembly,aoptic5,4,1,Clip blank cover,0.3
BEAMDI,B,Assembly,aoptic5,8,1,Clip blank cover,0.45
BEAMDI,B,Assembly,aoptic5,12,1,Clip blank cover,0.6
BEAMDI,C,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAMDI,C,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAMDI,C,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAMDI,F,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAMDI,F,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAMDI,F,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAMDI,NO,Assembly,aoptic0,4,1,No lens,0
BEAMDI,NO,Assembly,aoptic0,8,1,No lens,0
BEAMDI,NO,Assembly,aoptic0,12,1,No lens,0
BEAMDI,PL,Assembly,aoptic3,4,2,Clip louver on housing,0.41
BEAMDI,PL,Assembly,aoptic3,8,2,Clip louver on housing,0.82
BEAMDI,PL,Assembly,aoptic3,12,2,Clip louver on housing,1.23
BEAMDI,S,Assembly,aoptic1,4,2,Assy lens on housing,0.4425
BEAMDI,S,Assembly,aoptic1,8,2,Assy lens on housing,0.556666667
BEAMDI,S,Assembly,aoptic1,12,2,Assy lens on housing,0.906
BEAMDI,C,Preparation,aoptic1,4,1,Clean lens,0.16
BEAMDI,C,Preparation,aoptic1,8,1,Clean lens,0.26
BEAMDI,C,Preparation,aoptic1,12,1,Clean lens,0.36
BEAMDI,F,Preparation,aoptic1,4,1,Clean lens,0.16
BEAMDI,F,Preparation,aoptic1,8,1,Clean lens,0.26
BEAMDI,F,Preparation,aoptic1,12,1,Clean lens,0.36
BEAMDI,PL,Preparation,aoptic3,4,1,Unwrap louver,0.26
BEAMDI,PL,Preparation,aoptic3,8,1,Unwrap louver,0.52
BEAMDI,PL,Preparation,aoptic3,12,1,Unwrap louver,0.78
BEAMDI,S,Preparation,aoptic1,4,1,Clean lens,0.16
BEAMDI,S,Preparation,aoptic1,8,1,Clean lens,0.26
BEAMDI,S,Preparation,aoptic1,12,1,Clean lens,0.36
CCH,SL,Assembly,aoptic31,4,1,clean guide light,0.16
CCH,SL,Assembly,aoptic31,4,2,place on housing,0.3
CCH,SL,Assembly,aoptic31,4,3,place & clip 2 plastic boards retainer,0.59
CCH,SL,Assembly,aoptic31,4,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.46
CCH,SL,Assembly,aoptic31,8,1,clean guide light,0.32
CCH,SL,Assembly,aoptic31,8,2,place on housing,0.6
CCH,SL,Assembly,aoptic31,8,3,place & clip 2 plastic boards retainer,1.18
CCH,SL,Assembly,aoptic31,8,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.92
CCH,SL,Assembly,aoptic31,12,1,clean guide light,0.48
CCH,SL,Assembly,aoptic31,12,2,place on housing,0.9
CCH,SL,Assembly,aoptic31,12,3,place & clip 2 plastic boards retainer,1.77
CCH,SL,Assembly,aoptic31,12,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",1.38
CCL,SL,Assembly,aoptic31,4,1,clean guide light,0.16
CCL,SL,Assembly,aoptic31,4,2,place on housing,0.3
CCL,SL,Assembly,aoptic31,4,3,place & clip 2 plastic boards retainer,0.59
CCL,SL,Assembly,aoptic31,4,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.46
CCL,SL,Assembly,aoptic31,8,1,clean guide light,0.32
CCL,SL,Assembly,aoptic31,8,2,place on housing,0.6
CCL,SL,Assembly,aoptic31,8,3,place & clip 2 plastic boards retainer,1.18
CCL,SL,Assembly,aoptic31,8,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.92
CCL,SL,Assembly,aoptic31,12,1,clean guide light,0.48
CCL,SL,Assembly,aoptic31,12,2,place on housing,0.9
CCL,SL,Assembly,aoptic31,12,3,place & clip 2 plastic boards retainer,1.77
CCL,SL,Assembly,aoptic31,12,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",1.38
CCWL,SL,Assembly,aoptic31,4,1,clean guide light,0.16
CCWL,SL,Assembly,aoptic31,4,2,place on housing,0.3
CCWL,SL,Assembly,aoptic31,4,3,place & clip 2 plastic boards retainer,0.59
CCWL,SL,Assembly,aoptic31,4,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.46
CCWL,SL,Assembly,aoptic31,8,1,clean guide light,0.32
CCWL,SL,Assembly,aoptic31,8,2,place on housing,0.6
CCWL,SL,Assembly,aoptic31,8,3,place & clip 2 plastic boards retainer,1.18
CCWL,SL,Assembly,aoptic31,8,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",0.92
